   0.0000000000000000        0.0000000000000000     
   5.0000000000000003E-002   1.4414895171095849E-007
  0.10000000000000001        1.7817502279756403E-006
  0.15000000000000002        2.5983803704262102E-006
  0.20000000000000001        4.1453683955793324E-006
  0.25000000000000000        5.4620909484368441E-006
  0.30000000000000004        4.9740632616538281E-006
  0.35000000000000003        5.6390252160856542E-006
  0.40000000000000002        5.2508484218444427E-006
  0.45000000000000001        5.1061874539970658E-006
  0.50000000000000000        5.6935886450440120E-006
  0.55000000000000004        5.5241598109942982E-006
  0.60000000000000009        5.7223159719450879E-006
  0.65000000000000002        4.7308344119400449E-006
  0.70000000000000007        4.8466604046173257E-006
  0.75000000000000000        4.1391120865391728E-006
  0.80000000000000004        5.3539917356350317E-006
  0.85000000000000009        4.6804846395447457E-006
  0.90000000000000002        5.1840348964699570E-006
  0.95000000000000007        4.3868408707540146E-006
   1.0000000000000000        4.5708875576517684E-006
   1.0500000000000000        4.0154763224044322E-006
   1.1000000000000001        3.6779802205084874E-006
   1.1500000000000001        4.0656292577368029E-006
   1.2000000000000002        3.9373037653456805E-006
   1.2500000000000000        3.2527259720147646E-006
