   7.0519217612641423E-004   1.8202117681101381E-007
   1.4110902503269630E-003   1.0390632852509332E-007
   2.1169883245274871E-003   1.1344221044205978E-007
   2.8228863987280113E-003   2.1302976127071724E-007
   3.5287844729285354E-003   1.1474656940387301E-007
   4.2346825471290600E-003   2.4514225582881995E-007
   4.9405806213295841E-003   2.9812245193547957E-007
   5.6464786955301082E-003   2.4371301252555602E-007
   6.3523767697306324E-003   1.5036528911222538E-007
   7.0582748439311565E-003   1.1972623274660996E-007
   7.7641729181316815E-003   3.7344097224951160E-009
   8.4700709923322057E-003  -5.1779430050927143E-008
   9.1759690665327298E-003   1.2962649612532718E-008
   9.8818671407332540E-003  -6.6994177438371517E-008
   1.0587765214933778E-002   1.8497070380535103E-008
   1.1293663289134302E-002  -1.8783912850923256E-007
   1.1999561363334826E-002  -5.6199114352966579E-008
   1.2705459437535351E-002   2.2414076920720280E-008
   1.3411357511735875E-002  -5.7513129824482153E-009
   1.4117255585936399E-002   7.8781990814455690E-008
   1.4823153660138489E-002  -1.5358179548453469E-007
   1.5529051734340580E-002  -3.1132731678721275E-007
   1.6234949808542672E-002  -6.0892247949784374E-007
   1.6940847882744765E-002  -3.0006738568413443E-007
   1.7646745956946853E-002   9.3983246768365484E-008
   1.8352644031148946E-002  -1.9197912892561554E-007
   1.9058542105351038E-002  -9.7655238688223971E-008
   1.9764440179553130E-002  -1.6838250456744278E-007
   2.0470338253755223E-002  -2.4979314851969352E-007
   2.1176236327957312E-002  -2.0937314922421914E-007
   2.1882134402159404E-002  -1.8176209423455653E-007
   2.2588032476361496E-002  -5.0657016212524062E-007
   2.3293930550563589E-002  -5.0619657198525641E-007
   2.3999828624765678E-002  -3.8515284753848170E-007
   2.4705726698967770E-002  -5.7983348578689791E-007
   2.5411624773169862E-002  -4.7745182115918620E-007
   2.6117522847371955E-002  -4.6524195622238930E-007
   2.6823420921574047E-002  -3.2874101545677913E-007
   2.7529318995776136E-002  -2.0016573823463890E-007
   2.8235217069978228E-002  -3.2721087357189020E-007
   2.8941115144177184E-002  -4.3733912605837426E-007
   2.9647013218376143E-002  -2.4637446670319765E-007
   3.0352911292575099E-002  -4.8713555095373725E-007
   3.1058809366774055E-002  -9.0910389177921725E-008
   3.1764707440973011E-002  -3.0722601724364499E-007
   3.2470605515171967E-002  -1.1653762719751982E-007
